MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,material_id,formula,system,energy_above_hull,stable
8.0,42.0,34.0,17.166666666666668,12.222222222222223,8.0,50.0,87.0,37.0,77.0,13.333333333333334,87.0,15.9994,95.96,79.9606,37.2506,28.33493333333333,15.9994,54.8,2896.0,2841.2,745.495,920.9266666666667,54.8,6.0,16.0,10.0,13.5,3.3333333333333335,16.0,2.0,5.0,3.0,2.8333333333333335,1.1111111111111112,2.0,66.0,154.0,88.0,91.66666666666667,34.22222222222222,66.0,1.9,3.44,1.54,2.97,0.6266666666666666,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,10.0,10.0,2.5,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,6.833333333333333,1.3888888888888886,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.5,1.1666666666666667,2.0,9.105,15.69,6.584999999999999,10.53,1.8999999999999995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.66666666666667,95.55555555555554,12.0,mp-1191323,CuMoO4,Cu-Mo-O,0.032333435625001,1
8.0,29.0,21.0,10.636363636363637,4.31404958677686,8.0,64.0,88.0,24.0,85.0,3.8181818181818183,87.0,15.9994,63.546,47.5466,21.782327272727272,9.462971900826446,15.9994,54.8,1357.77,1302.97,203.57545454545453,243.45074380165286,54.8,11.0,16.0,5.0,15.545454545454545,0.8264462809917359,16.0,2.0,4.0,2.0,2.272727272727273,0.44628099173553726,2.0,66.0,132.0,66.0,75.54545454545455,15.6198347107438,66.0,1.9,3.44,1.54,3.2218181818181817,0.3570247933884298,3.44,1.0,2.0,1.0,1.9090909090909092,0.16528925619834703,2.0,0.0,4.0,4.0,3.6363636363636362,0.6611570247933884,4.0,0.0,10.0,10.0,0.9090909090909091,1.652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,6.454545454545454,0.8264462809917351,6.0,0.0,1.0,1.0,0.09090909090909091,0.1652892561983471,0.0,0.0,2.0,2.0,1.8181818181818181,0.3305785123966942,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.9090909090909092,0.16528925619834703,2.0,9.105,25.786875,16.681874999999998,10.800170454545455,2.7739152892561982,9.105,0.0,2.202,2.202,0.20018181818181818,0.36396694214876035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,36.63636363636363,40.31404958677686,12.0,mp-1192919,CuSO9,Cu-O-S,0.493689288636362,0
8.0,29.0,21.0,13.045454545454545,6.880165289256198,8.0,46.0,87.0,41.0,74.77272727272727,16.673553719008268,87.0,15.9994,63.546,47.5466,27.690272727272724,15.942099173553716,15.9994,54.8,2183.0,2128.2,694.444090909091,872.2419421487605,54.8,5.0,16.0,11.0,12.772727272727273,4.400826446280991,16.0,2.0,4.0,2.0,2.6363636363636362,0.8677685950413223,2.0,66.0,153.0,87.0,92.72727272727273,36.44628099173554,66.0,1.63,3.44,1.81,2.8763636363636365,0.768595041322314,3.44,1.0,2.0,1.0,1.9545454545454546,0.08677685950413219,2.0,0.0,4.0,4.0,2.727272727272727,1.7355371900826448,4.0,0.0,10.0,10.0,1.2727272727272727,1.7355371900826446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,5.954545454545454,0.5206611570247935,6.0,0.0,1.0,1.0,0.045454545454545456,0.08677685950413223,0.0,0.0,2.0,2.0,1.3636363636363635,0.8677685950413224,2.0,0.0,7.0,7.0,1.9090909090909092,2.7768595041322315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.3181818181818183,2.008264462809917,2.0,9.105,13.01,3.9049999999999994,10.259318181818182,1.5740702479338842,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,80.86363636363636,93.90495867768595,12.0,mp-1216902,V6CuO15,Cu-O-V,0.034528360909099005,1
8.0,30.0,22.0,18.75,10.75,8.0,64.0,87.0,23.0,76.75,10.25,87.0,15.9994,65.38,49.380599999999994,40.231199999999994,24.2318,15.9994,54.8,1357.77,1302.97,540.0124999999999,485.2125,54.8,11.0,16.0,5.0,13.75,2.25,16.0,2.0,4.0,2.0,3.0,1.0,2.0,66.0,132.0,66.0,96.5,30.5,66.0,1.65,3.44,1.79,2.6075,0.8325,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,8.75,2.75,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.75,2.0,9.105,13.96,4.855,10.81,1.705,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,110.75,98.75,12.0,mp-1383106,ZnCuO2,Cu-O-Zn,0.222590803749999,0
8.0,29.0,21.0,14.25,7.375,8.0,64.0,87.0,23.0,76.5,10.5,87.0,15.9994,63.546,47.5466,29.96245,16.791775,15.9994,54.8,1357.77,1302.97,597.5925,542.7925,54.8,2.0,16.0,14.0,11.25,4.75,16.0,2.0,4.0,2.0,2.75,0.75,2.0,66.0,141.0,75.0,101.25,35.25,66.0,1.31,3.44,2.13,2.5225,0.9175,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,6.25,2.375,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.75,2.0,9.105,22.89,13.785,13.0425,4.92375,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,110.75,98.75,12.0,mp-1403957,MgCuO2,Cu-Mg-O,0.23992289375000003,0
8.0,29.0,21.0,16.25,8.25,8.0,7.0,87.0,80.0,61.25,27.125,87.0,15.9994,63.546,47.5466,33.905699999999996,17.9063,15.9994,54.8,1357.77,1302.97,645.5925,590.7925,54.8,2.0,16.0,14.0,11.25,4.75,16.0,2.0,4.0,2.0,3.0,1.0,2.0,66.0,176.0,110.0,110.0,44.0,66.0,1.0,3.44,2.44,2.445,0.995,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,6.25,2.375,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.25,0.75,2.0,9.105,37.77,28.665000000000003,16.762500000000003,10.503750000000002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,118.5,106.5,12.0,mp-1406521,CaCuO2,Ca-Cu-O,0.130662737291666,0
8.0,29.0,21.0,13.666666666666666,7.555555555555555,8.0,46.0,87.0,41.0,75.33333333333333,15.555555555555555,87.0,15.9994,63.546,47.5466,29.047266666666662,17.397155555555553,15.9994,54.8,2183.0,2128.2,672.5077777777778,823.6103703703704,54.8,5.0,16.0,11.0,13.0,4.0,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,153.0,87.0,92.66666666666667,35.55555555555556,66.0,1.63,3.44,1.81,2.8666666666666667,0.7644444444444445,3.44,1.0,2.0,1.0,1.8888888888888888,0.1975308641975309,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,10.0,10.0,1.7777777777777777,2.3703703703703702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,6.333333333333333,1.037037037037037,6.0,0.0,1.0,1.0,0.1111111111111111,0.19753086419753085,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,7.0,7.0,1.5555555555555556,2.419753086419753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.0,1.7777777777777777,2.0,9.105,13.01,3.9049999999999994,10.19111111111111,1.4481481481481477,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.88888888888889,95.85185185185186,12.0,mp-2234110,V2CuO6,Cu-O-V,0.0,1
8.0,74.0,66.0,22.5,19.333333333333332,8.0,51.0,87.0,36.0,77.16666666666667,13.111111111111109,87.0,15.9994,183.84,167.8406,51.89726666666667,47.86382222222222,15.9994,54.8,3695.0,3640.2,878.6616666666667,1098.4822222222222,54.8,6.0,16.0,10.0,13.5,3.3333333333333335,16.0,2.0,6.0,4.0,3.0,1.3333333333333333,2.0,66.0,162.0,96.0,93.0,36.0,66.0,1.9,3.44,1.54,3.0033333333333334,0.5822222222222222,3.44,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,10.0,10.0,2.3333333333333335,3.1111111111111107,0.0,0.0,14.0,14.0,2.3333333333333335,3.8888888888888893,0.0,6.0,20.0,14.0,9.166666666666666,4.222222222222222,6.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.5,1.1666666666666667,2.0,9.105,16.05,6.945,10.590000000000002,1.9800000000000004,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.66666666666667,95.55555555555554,12.0,mp-22773,CuWO4,Cu-O-W,0.073972541875003,0
8.0,29.0,21.0,11.0625,4.2109375,8.0,64.0,87.0,23.0,84.5625,3.3515625,87.0,15.9994,63.546,47.5466,22.714653,9.233472875,15.9994,54.8,1357.77,1302.97,201.86062500000003,202.208359375,54.8,11.0,16.0,5.0,15.4375,0.7734375,16.0,2.0,4.0,2.0,2.375,0.515625,2.0,66.0,132.0,66.0,80.375,19.765625,66.0,1.9,3.44,1.54,3.03125,0.56203125,3.44,1.0,2.0,1.0,1.9375,0.1171875,2.0,0.0,4.0,4.0,3.5,0.6875,4.0,0.0,10.0,10.0,0.625,1.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,6.0625,0.6171875,6.0,0.0,1.0,1.0,0.0625,0.1171875,0.0,0.0,3.0,3.0,2.125,0.4375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.1875,0.40625,2.0,9.105,22.5702380952,13.4652380952,12.5941220238,4.9880580357,9.105,0.0,1.625,1.625,0.40625,0.609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,22.8125,25.2734375,12.0,mp-505436,CuP4O11,Cu-O-P,0.0,1
8.0,42.0,34.0,17.166666666666668,12.222222222222221,8.0,50.0,87.0,37.0,77.0,13.333333333333334,87.0,15.9994,95.96,79.9606,37.2506,28.33493333333333,15.9994,54.8,2896.0,2841.2,745.495,920.9266666666667,54.8,6.0,16.0,10.0,13.5,3.3333333333333335,16.0,2.0,5.0,3.0,2.8333333333333335,1.1111111111111112,2.0,66.0,154.0,88.0,91.66666666666667,34.22222222222222,66.0,1.9,3.44,1.54,2.97,0.6266666666666665,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,10.0,10.0,2.5,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,6.833333333333333,1.3888888888888886,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,5.0,5.0,0.8333333333333334,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.5,1.1666666666666667,2.0,9.105,15.69,6.584999999999999,10.530000000000001,1.9000000000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.66666666666667,95.55555555555556,12.0,mp-541991,CuMoO4,Cu-Mo-O,0.026755616458335,1
8.0,34.0,26.0,17.4,11.28,8.0,64.0,89.0,25.0,82.8,7.520000000000001,87.0,15.9994,78.96,62.96059999999999,38.10084,26.521728,15.9994,54.8,1357.77,1302.97,403.234,418.1208,54.8,11.0,16.0,5.0,15.0,1.6,16.0,2.0,4.0,2.0,2.8,0.9599999999999999,2.0,66.0,132.0,66.0,90.0,28.8,66.0,1.9,3.44,1.54,2.954,0.5832,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,3.2,1.28,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,9.0,3.6,6.0,0.0,1.0,1.0,0.2,0.32000000000000006,0.0,0.0,2.0,2.0,1.6,0.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.8,0.32,2.0,9.105,25.92,16.815,12.861,5.223600000000001,9.105,0.0,0.799,0.799,0.15980000000000003,0.25568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,55.0,68.0,12.0,mp-560049,CuSeO3,Cu-O-Se,0.0023679219999970004,1
8.0,42.0,34.0,17.166666666666668,12.222222222222223,8.0,50.0,87.0,37.0,77.0,13.333333333333334,87.0,15.9994,95.96,79.9606,37.2506,28.33493333333333,15.9994,54.8,2896.0,2841.2,745.495,920.9266666666667,54.8,6.0,16.0,10.0,13.5,3.3333333333333335,16.0,2.0,5.0,3.0,2.8333333333333335,1.1111111111111112,2.0,66.0,154.0,88.0,91.66666666666667,34.22222222222222,66.0,1.9,3.44,1.54,2.97,0.6266666666666666,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,10.0,10.0,2.5,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,6.833333333333333,1.3888888888888886,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.5,1.1666666666666667,2.0,9.105,15.69,6.584999999999999,10.53,1.8999999999999995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.66666666666667,95.55555555555554,12.0,mp-560888,CuMoO4,Cu-Mo-O,0.036501489791668,1
8.0,92.0,84.0,27.5,27.857142857142858,8.0,20.0,87.0,67.0,71.0,22.857142857142858,87.0,15.9994,238.02891,222.02951,66.97333785714287,73.30953091836736,15.9994,54.8,1408.0,1353.2,437.84071428571434,547.2010204081632,54.8,3.0,16.0,13.0,12.857142857142858,4.489795918367347,16.0,2.0,7.0,5.0,3.2142857142857144,1.7346938775510203,2.0,66.0,196.0,130.0,98.57142857142857,46.53061224489795,66.0,1.38,3.44,2.06,2.8885714285714283,0.7877551020408163,3.44,1.0,2.0,1.0,1.9285714285714286,0.13265306122448978,2.0,0.0,4.0,4.0,2.857142857142857,1.6326530612244896,4.0,0.0,10.0,10.0,0.9285714285714286,1.3265306122448979,0.0,0.0,3.0,3.0,0.6428571428571429,1.010204081632653,0.0,6.0,11.0,5.0,6.357142857142857,0.6632653061224486,6.0,0.0,1.0,1.0,0.07142857142857142,0.13265306122448978,0.0,0.0,2.0,2.0,1.4285714285714286,0.8163265306122448,2.0,0.0,9.0,9.0,1.9285714285714286,3.0306122448979593,0.0,0.0,11.0,11.0,2.357142857142857,3.7040816326530615,0.0,1.0,20.0,19.0,5.785714285714286,6.091836734693877,2.0,9.105,20.025,10.919999999999998,11.585357142857143,3.6169897959183666,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,38.142857142857146,37.3469387755102,12.0,mp-615420,U3CuO10,Cu-O-U,0.035603490000006004,1
8.0,42.0,34.0,17.166666666666668,12.222222222222221,8.0,50.0,87.0,37.0,77.0,13.333333333333334,87.0,15.9994,95.96,79.9606,37.2506,28.33493333333333,15.9994,54.8,2896.0,2841.2,745.495,920.9266666666667,54.8,6.0,16.0,10.0,13.5,3.3333333333333335,16.0,2.0,5.0,3.0,2.8333333333333335,1.1111111111111112,2.0,66.0,154.0,88.0,91.66666666666667,34.22222222222222,66.0,1.9,3.44,1.54,2.97,0.6266666666666665,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,10.0,10.0,2.5,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,6.833333333333333,1.3888888888888886,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,5.0,5.0,0.8333333333333334,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.5,1.1666666666666667,2.0,9.105,15.69,6.584999999999999,10.530000000000001,1.9000000000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.66666666666667,95.55555555555556,12.0,mp-619545,CuMoO4,Cu-Mo-O,0.020015042291668002,1
8.0,47.0,39.0,23.0,15.0,8.0,64.0,87.0,23.0,75.75,11.25,87.0,15.9994,107.8682,91.86880000000001,50.853249999999996,34.85385,15.9994,54.8,1357.77,1302.97,675.5749999999999,620.7750000000001,54.8,11.0,16.0,5.0,13.5,2.5,16.0,2.0,5.0,3.0,3.25,1.25,2.0,66.0,145.0,79.0,102.25,36.25,66.0,1.9,3.44,1.54,2.6775,0.7625,3.44,1.0,2.0,1.0,1.5,0.5,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,8.5,2.5,6.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.5,0.5,2.0,9.105,16.33,7.224999999999998,11.4025,2.463749999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,118.5,106.5,12.0,mp-675402,CuAgO2,Ag-Cu-O,0.168913955,0
8.0,29.0,21.0,13.666666666666666,7.555555555555555,8.0,46.0,87.0,41.0,75.33333333333333,15.555555555555555,87.0,15.9994,63.546,47.5466,29.047266666666662,17.397155555555553,15.9994,54.8,2183.0,2128.2,672.5077777777778,823.6103703703704,54.8,5.0,16.0,11.0,13.0,4.0,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,153.0,87.0,92.66666666666667,35.55555555555556,66.0,1.63,3.44,1.81,2.8666666666666667,0.7644444444444445,3.44,1.0,2.0,1.0,1.8888888888888888,0.1975308641975309,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,10.0,10.0,1.7777777777777777,2.3703703703703702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,6.333333333333333,1.037037037037037,6.0,0.0,1.0,1.0,0.1111111111111111,0.19753086419753085,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,7.0,7.0,1.5555555555555556,2.419753086419753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.0,1.7777777777777777,2.0,9.105,13.01,3.9049999999999994,10.19111111111111,1.4481481481481477,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.88888888888889,95.85185185185186,12.0,mp-690658,V2CuO6,Cu-O-V,0.011111967777777001,1
8.0,29.0,21.0,14.0,7.5,8.0,2.0,87.0,85.0,60.0,29.0,87.0,15.9994,63.546,47.5466,29.63364232,16.95617884,15.9994,54.8,1357.77,1302.97,459.55999999999995,449.10499999999996,54.8,1.0,16.0,15.0,11.0,5.0,16.0,2.0,4.0,2.0,2.75,0.75,2.0,66.0,166.0,100.0,107.5,41.5,66.0,0.93,3.44,2.51,2.4275,1.0125,3.44,1.0,2.0,1.0,1.5,0.5,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,6.0,2.5,6.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.5,0.5,2.0,9.105,29.2433333333,20.1383333333,14.630833333325,7.3062499999875,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,119.5,107.5,12.0,mp-754468,NaCuO2,Cu-Na-O,0.039238125625,1
8.0,75.0,67.0,22.666666666666668,19.555555555555554,8.0,54.0,87.0,33.0,77.66666666666667,12.444444444444443,87.0,15.9994,186.207,170.20759999999999,52.29176666666666,48.38982222222222,15.9994,54.8,3459.0,3404.2,839.3283333333334,1046.0377777777778,54.8,7.0,16.0,9.0,13.666666666666666,3.111111111111111,16.0,2.0,6.0,4.0,3.0,1.3333333333333333,2.0,66.0,151.0,85.0,91.16666666666667,33.55555555555556,66.0,1.9,3.44,1.54,2.9266666666666663,0.6844444444444445,3.44,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,10.0,10.0,2.5,3.3333333333333335,0.0,0.0,14.0,14.0,2.3333333333333335,3.8888888888888893,0.0,6.0,21.0,15.0,9.333333333333334,4.444444444444445,6.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.3333333333333335,0.888888888888889,2.0,9.105,14.655,5.549999999999999,10.3575,1.6699999999999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,77.83333333333333,87.77777777777779,12.0,mp-755115,CuReO4,Cu-O-Re,0.056393246041667004,0
